1,2,-1020,-257,0,2,0,1,255,254
2,-9,-999,-257,0,0,1016,255,255,255
3,0,-1013,-257,0,0,1016,255,255,251
4,-35,-966,-257,0,2,1016,244,0,0
5,-2,-948,-257,0,9,1016,238,0,4
6,-5,-1221,-257,0,32,1016,235,0,6
7,-39,-1095,0,0,52,1016,235,0,5
8,-105,-1152,0,0,23,1016,221,255,240
9,21,-996,0,0,31,1016,220,255,237
10,35,-922,0,0,8,1016,243,255,244
11,10,-949,0,0,4,1016,250,255,245
12,-44,-1056,0,1016,960,1016,243,255,240
13,-199,-1071,0,1016,944,1016,237,255,246
14,163,-1546,-257,0,2,1016,233,255,239
15,128,-811,0,1016,848,0,30,0,13
16,119,-1038,-257,1016,648,0,33,0,9
17,178,-920,-257,1016,976,0,24,0,4
18,155,-773,-257,1016,888,0,22,0,23
19,93,-896,-257,1016,640,0,31,0,25
20,-114,-906,-257,1016,936,0,21,0,0
21,-46,-924,-257,1016,952,0,16,255,243
22,0,-963,-514,1016,1008,0,29,255,226
23,-117,-1003,-257,0,3,0,21,255,248
24,-140,-1121,-257,1016,920,0,14,255,253
25,-111,-1111,-257,1016,912,0,12,255,255
26,-114,-1153,-257,1016,816,0,1,0,1
27,-7,-1193,-514,1016,784,1016,221,0,4
28,375,-1123,-514,1016,856,1016,214,0,8
29,282,-1137,-514,0,54,1016,236,0,29
30,130,-1123,-257,0,59,1016,227,0,43
31,-101,-1133,-257,0,25,1016,222,0,18
32,14,-1128,-514,0,20,1016,197,255,247
33,125,-959,-257,0,50,1016,199,255,234
34,107,-874,0,0,5,1016,242,255,246
35,84,-905,0,0,4,1016,249,255,249
36,-66,-787,0,1016,984,0,15,0,6
37,-157,-909,0,1016,928,0,12,0,9
38,7,-1294,0,1016,960,1016,212,255,230
39,-85,-1243,57,0,3,1016,232,255,249
40,300,-1221,-257,0,81,0,20,255,251
41,158,-815,0,0,3,0,48,0,14
42,98,-1004,-257,1016,712,0,17,0,1
43,218,-1089,-514,1016,672,0,20,0,2
44,137,-902,-257,1016,904,0,40,0,17
45,69,-765,-257,1016,824,0,41,0,21
46,24,-805,-257,1016,632,0,45,0,20
47,-65,-902,-257,1016,1008,0,19,255,251
48,31,-916,-257,0,6,0,29,255,239
49,-98,-943,-257,1016,1000,0,25,255,251
50,-214,-1218,-514,1016,864,0,3,0,5
51,428,-1092,-514,1016,624,1016,188,255,254
52,424,-1271,-771,0,14,1016,219,0,14
53,3,-1027,-257,0,60,1016,237,0,24
54,76,-743,0,0,81,1016,192,255,223
55,158,-717,0,0,13,1016,225,255,241
56,-145,-924,0,1016,904,0,2,0,0
57,-135,-1140,0,1016,936,1016,242,255,247
58,-73,-1263,0,1016,952,1016,222,255,235
59,-56,-1288,0,1016,952,1016,223,255,244
60,31,-1488,0,0,18,1016,216,255,254
61,260,-909,-257,0,30,0,62,0,20
62,-17,-925,-257,1016,776,0,26,0,2
63,166,-972,-514,1016,760,0,12,0,0
64,235,-993,-257,1016,712,0,32,0,5
65,168,-932,-257,1016,816,0,48,0,23
66,-128,-803,-257,1016,656,0,52,0,19
67,-99,-868,-257,1016,952,0,25,255,246
68,-173,-956,-257,1016,912,0,29,255,242
69,-187,-878,-257,0,7,0,19,255,234
70,-72,-942,-257,1016,992,0,32,255,249
71,-371,-1183,-514,1016,840,0,11,0,0
72,-139,-1250,-514,1016,832,1016,250,255,252
73,359,-966,-514,1016,808,1016,194,0,7
74,186,-1277,-514,0,40,1016,222,0,33
75,71,-1229,-514,0,62,1016,209,0,26
76,-146,-1079,-257,0,39,1016,203,255,253
77,86,-931,-257,0,61,1016,175,255,219
78,198,-797,-257,0,80,1016,183,255,215
79,31,-762,0,1016,912,1016,247,255,248
80,-20,-868,0,1016,968,1016,253,255,254
81,4,-1229,0,1016,968,1016,216,255,239
82,465,-1641,-771,1016,952,0,38,255,228
83,-126,-786,-257,1016,696,0,43,0,15
84,270,-1021,-257,1016,760,0,38,0,11
85,179,-840,-257,1016,936,0,55,0,27
86,12,-709,-257,1016,832,0,61,0,28
87,-112,-965,-514,1016,784,0,49,0,6
88,-119,-964,-514,1016,888,0,46,0,4
89,-142,-890,-257,0,4,0,38,0,0
90,-104,-811,-257,1016,984,0,29,255,247
91,-74,-961,-257,0,0,0,31,255,230
92,-19,-1004,-257,0,8,0,32,255,224
93,-298,-1308,-257,1016,752,0,13,0,3
94,-189,-1285,-514,1016,864,0,0,0,3
95,243,-1014,-514,1016,656,1016,186,0,3
96,370,-1321,-771,1016,776,1016,207,0,3
97,-70,-813,-257,0,89,1016,225,0,11
98,7,-900,-257,0,12,1016,204,255,238
99,117,-603,0,0,41,1016,189,255,228
100,114,-711,0,1016,1016,1016,203,255,236
101,38,-798,0,1016,976,1016,212,255,241
102,16,-760,0,1016,920,1016,226,255,246
103,-35,-828,0,1016,776,1016,247,255,255
104,462,-757,-257,0,40,0,38,255,255
105,124,-763,-257,1016,680,0,66,0,26
106,105,-1209,-514,1016,80,0,66,0,14
107,-95,-873,-257,1016,280,0,91,0,29
108,-129,-1122,-514,1016,816,0,47,0,15
109,-56,-893,-257,0,35,0,24,0,9
110,-90,-783,0,0,16,0,32,0,10
111,-120,-1006,-257,1016,872,0,30,0,1
112,-90,-1033,-257,0,9,0,21,255,246
113,-68,-891,-257,1016,992,0,35,255,223
114,-174,-1118,-257,1016,920,0,9,0,0
115,195,-1031,-514,1016,792,1016,207,0,14
116,204,-1280,-514,0,59,1016,224,0,27
117,-123,-1094,-257,0,36,1016,218,0,5
