1,299,-669,-514,1016,920,0,53,255,161
2,638,-587,-514,0,17,0,74,255,199
3,408,-716,-257,1016,992,0,78,255,220
4,607,-740,-257,1016,1000,0,51,255,208
5,680,-462,-514,1016,960,0,26,255,253
6,338,-384,-257,1016,904,0,42,0,32
7,668,-241,-514,1016,640,1016,153,255,195
8,1149,-346,-1028,1016,552,1016,167,255,176
9,1011,-318,-771,1016,1016,1016,231,255,219
10,992,-156,-771,1016,808,1016,233,255,226
11,992,-233,-771,1016,936,0,0,255,248
12,769,-221,-771,0,7,0,33,0,13
13,686,-440,-771,1016,808,0,12,255,248
14,684,-233,-514,0,3,0,21,255,251
15,665,-276,-514,1016,936,0,18,255,254
16,818,-278,-514,0,7,0,7,255,250
17,862,-540,-514,1016,1008,1016,248,255,247
18,920,-346,-514,0,0,1016,254,255,227
19,788,-101,-514,0,5,1016,255,255,241
20,834,-182,-514,1016,976,1016,255,255,249
21,748,-354,-514,1016,976,0,4,0,4
22,792,-485,-771,0,24,1016,241,255,241
23,832,-388,-771,0,31,1016,249,255,228
24,624,-307,-514,0,45,0,20,0,22
25,248,-447,-514,0,4,0,32,0,74
26,-139,-581,-257,1016,984,0,5,0,99
27,100,-534,-514,1016,936,1016,196,0,17
28,780,-876,-514,1016,720,1016,182,0,10
29,808,-804,-771,1016,1016,1016,205,0,21
30,945,-813,-771,0,46,1016,209,255,235
31,1296,-574,-1028,0,86,1016,206,255,207
32,870,-298,-514,1016,728,0,79,255,243
33,508,-443,-514,0,28,0,38,255,243
34,458,-409,-514,0,14,0,18,255,240
35,429,-336,-514,1016,1016,0,0,255,236
36,696,-368,-514,1016,896,1016,215,255,233
37,838,-552,-771,1016,928,1016,247,255,242
38,643,-546,-771,0,51,0,53,0,37
39,632,-529,-514,0,57,0,80,0,45
40,1006,-877,-514,1016,328,0,0,255,211
41,112,-581,-257,1016,936,0,65,0,16
42,511,-215,-771,1016,32,1016,116,255,174
43,1250,-649,-1542,1016,34,1016,103,255,103
44,1339,-357,-1028,0,920,0,7,255,232
45,88,-333,-257,1016,488,0,48,0,10
46,837,-520,-514,1016,744,1016,248,0,4
47,620,-388,-257,0,17,1016,245,0,57
48,620,-905,-514,0,49,1016,224,0,22
49,1499,9,-1028,0,29,1016,204,255,166
50,1055,105,-514,1016,1000,0,74,255,246
51,817,-181,-514,0,40,0,48,255,230
52,391,-447,-514,1016,280,1016,230,0,7
53,738,-772,-514,1016,568,1016,201,255,240
54,924,-545,-514,0,19,0,36,0,7
55,638,-729,-514,0,14,0,78,0,22
56,308,-628,-514,0,4,0,30,0,42
57,352,-595,-514,1016,1016,0,17,0,35
58,501,-424,-514,1016,984,1016,238,0,13
