1,567,-1265,-771,1016,960,0,36,255,253
2,196,-951,-257,0,59,0,58,0,21
3,168,-1095,-514,1016,624,0,29,0,30
4,-19,-791,-257,1016,800,0,55,0,24
5,-33,-843,-257,1016,760,0,51,0,19
6,-64,-989,-514,1016,784,0,42,0,9
7,-34,-996,-257,1016,984,0,33,0,4
8,-69,-977,-257,0,0,0,37,0,0
9,-63,-945,-257,1016,1008,0,13,255,239
10,-114,-933,-257,1016,960,0,11,255,238
11,60,-942,-257,1016,936,1016,241,255,224
12,182,-1064,-257,1016,896,0,21,255,249
13,42,-1030,-257,1016,1016,0,36,0,1
14,-28,-961,-257,1016,824,0,8,0,3
15,-37,-1021,-514,1016,664,0,0,0,3
16,86,-1025,-514,1016,808,1016,228,0,7
17,279,-1110,-514,0,50,1016,217,0,5
18,85,-1104,-514,0,5,1016,216,255,226
19,237,-1003,-514,0,31,1016,218,255,221
20,255,-853,-257,0,55,1016,237,255,224
21,144,-804,-257,0,26,0,7,255,230
22,96,-872,-257,0,20,0,9,255,237
23,70,-928,-257,0,13,0,6,255,244
24,39,-978,-257,0,14,0,11,255,252
25,-133,-1000,0,0,28,0,26,0,13
26,-136,-979,0,0,28,0,26,0,13
27,-22,-1011,0,0,29,0,0,0,21
28,37,-1040,-257,0,0,0,18,0,26
29,312,-1412,-514,1016,944,0,15,0,12
30,214,-1056,-257,0,15,0,20,0,6
31,-147,-838,-257,0,0,0,18,0,12
32,-3,-1095,-514,1016,824,1016,227,255,253
33,226,-1011,-257,1016,936,1016,230,0,14
34,207,-901,-257,1016,864,0,10,0,39
35,-23,-958,-257,1016,600,0,49,0,48
36,-66,-874,-257,1016,792,0,41,0,45
37,-513,-30,27,0,34,16,44,11,143
38,-282,-787,-257,1016,1016,0,6,0,25
39,-252,-810,-257,1016,920,1016,246,0,15
40,-291,-764,-257,0,17,1016,242,0,0
41,-261,-794,-257,0,13,1016,239,255,239
42,-117,-1073,-257,0,4,1016,251,255,233
43,-151,-1272,-514,0,4,0,10,255,230
44,-459,-2007,-1028,1016,240,0,25,255,194
45,134,-724,-514,0,30,1016,168,255,229
46,278,-687,-514,0,70,1016,127,255,255
47,156,-1156,-771,0,10,1016,178,255,239
48,445,-790,-514,0,115,1016,227,255,193
49,387,-513,-257,0,123,0,7,255,220
50,217,-671,-257,0,41,0,18,255,247
51,14,-818,-257,0,74,0,0,255,255
52,76,-433,0,0,83,1016,239,255,254
53,155,-532,0,0,2,1016,236,0,12
54,315,-497,0,0,16,1016,233,255,241
55,299,-483,0,0,10,1016,246,255,247
56,3,-940,0,0,27,1016,242,0,33
57,-355,-1287,0,0,17,1016,250,0,30
58,-366,-1821,0,0,10,1016,232,255,243
59,-177,-2011,0,1016,984,1016,212,255,218
60,1085,-754,-257,1016,728,1016,243,255,211
61,-375,-886,-257,1016,536,0,123,0,55
62,-356,-678,0,0,1,0,35,0,15
63,442,-877,-514,1016,520,1016,245,0,1
64,418,-737,-514,1016,776,0,11,0,28
65,-9,-732,-257,1016,984,0,37,0,59
66,36,-440,-257,1016,976,0,39,0,40
67,-168,-674,-257,0,7,1016,245,0,31
68,-475,-838,-257,0,23,1016,244,0,23
69,-9,-1924,-771,1016,720,0,40,255,222
70,-509,-2024,-771,1016,768,0,77,255,246
71,-291,-2002,-771,1016,664,0,42,255,236
72,188,-548,-514,1016,656,1016,236,255,178
73,177,-919,-771,0,20,1016,187,255,227
74,207,-722,-514,0,38,1016,193,255,246
75,111,-708,-257,0,56,0,9,0,0
76,91,-655,-257,0,62,1016,252,0,6
77,97,-611,0,0,4,1016,226,0,19
78,184,-680,0,1016,1008,1016,230,255,247
79,0,-842,0,0,11,1016,244,255,253
80,-76,-1034,0,0,24,1016,239,0,1
81,-257,-1966,-257,0,23,1016,224,255,239
82,162,-2035,-257,1016,1000,1016,197,255,206
83,216,-1332,-257,1016,368,1016,252,255,209
84,151,-1001,-257,1016,1000,0,59,0,40
85,-104,-726,-257,1016,936,1016,232,0,12
86,126,-737,-257,1016,904,1016,217,0,3
87,300,-836,-514,1016,680,1016,214,255,255
88,268,-690,-514,0,0,0,45,0,50
89,-61,-703,-257,1016,896,0,53,0,78
90,-189,-655,-257,1016,872,0,47,0,59
91,-29,-474,-257,1016,992,0,26,0,30
92,-74,-510,-257,1016,984,0,16,0,35
93,-97,-643,-257,0,4,0,8,0,37
94,-217,-791,-257,0,34,0,0,0,26
95,-405,-1774,-771,1016,736,0,38,0,29
96,-376,-1223,-771,0,18,0,96,255,180
97,-365,-699,-514,0,62,0,76,255,182
98,130,-785,-771,1016,424,1016,196,255,172
99,184,-635,-514,0,118,1016,139,255,217
100,618,-800,-514,0,62,1016,182,255,198
101,321,-761,-257,0,93,1016,238,255,241
102,-18,-706,-257,0,76,1016,249,0,2
103,-175,-823,-257,0,42,1016,200,0,6
104,128,-515,0,0,65,1016,152,255,218
105,186,-468,0,0,59,1016,154,255,218
106,255,-627,-257,0,9,1016,175,255,234
107,261,-711,-257,0,6,1016,188,255,226
108,267,-548,0,0,18,1016,196,255,221
109,-16,-1024,0,0,55,1016,203,255,242
110,-18,-1050,0,0,61,1016,199,255,243
111,-355,-1487,0,0,20,1016,201,255,253
